Time Of Stop,Location,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,State,VehicleType,Make,Model,Color,Violation Type,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type
10,WATKINS MILL RD / TRAVIS AV,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVY,TRAIL BLAZER,"GREEN, DK",Warning,Transportation Article,No,BLACK,M,HAGERSTOWN,MD,MD,A - Marked Patrol
7,W/B UNIVERSITY BLVD. / REEDIE  DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,CAMRY,"GREEN, DK",Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser
19,RT 355 / ALTA VISTA,No,No,No,No,No,No,No,VA,02 - Automobile,SUBARU,IMPREZA,RED,Warning,Transportation Article,No,WHITE,F,ARLINGTON,VA,VA,A - Marked Patrol
11,WOODFIELD RD/FLOWER HILL RD S/B,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,TLS,SILVER,Citation,Transportation Article,No,HISPANIC,M,HAGERSTOWN,MD,MD,Q - Marked Laser
20,12211 VEIRS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,SCIO,TC,BLACK,Citation,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
17,NB OLD GOEORGETOWN RD @ NICHOLSON,No,No,No,No,No,No,No,MD,02 - Automobile,JEEP,CHEROKEE,SILVER,Warning,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol
14,NEW HAMPSHIRE AVE AND LOCKWOOD DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,GT 2D,BLACK,Warning,Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol
22,ELINGTON BLVD @ CROWN PARK AV,No,No,No,No,No,No,No,VA,02 - Automobile,CHEV,4DR PICKUP,WHITE,Citation,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
18,COLESVILLE RD @ WAYNE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,JEEP,4D,BLUE,Warning,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
23,PINNEBERG AVE/MCINTYRE RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,GRAY,Warning,Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol
14,PARKLAWN DR AT TWINBROOK PKWY,No,No,No,No,No,No,No,MD,03 - Station Wagon,GMC,TK,WHITE,Warning,Transportation Article,No,WHITE,M,WHEATON,MD,MD,A - Marked Patrol
15,COLESVILLE RD / SLIGO CREEK PKWY,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,BLACK,Citation,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
8,NORBECK RD AT NORWOOD RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,VENZA,BLACK,Warning,Transportation Article,No,OTHER,F,ASPEN HILL,MD,MD,A - Marked Patrol
1,COLESVILLE RD / UNIVERSITY BLVD,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,VERSA,BLACK,Warning,Transportation Article,No,BLACK,M,MITCHELLVILLE,MD,MD,A - Marked Patrol
1,GEORGIA AVE @ SEMINARY RD,No,No,No,No,No,No,No,DC,02 - Automobile,TOYOTA,PASEO,RED,Citation,Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol
18,ELKIN ST/UNIVERSITY BLVD,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,4S,RED,Warning,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
2,WISCONSIN AVE @ CHELSEA LANE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,GREEN,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser
13,S/B COLESVILLE RD / EAST WEST HWY,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,SOLARA,WHITE,Warning,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
16,N. FREDERICK AVE @ WATKINS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,VOLK,JETTA,"BLUE, DARK",Warning,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol
17,WELLER RD / BUSHEY DR,No,No,No,No,No,No,No,MD,28 - Other,FORD,VN,WHITE,Warning,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol
3,FLACK ST @ RANDOLPH RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,4RUNNER,BLACK,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
2,GEORGIA AVE/ REEDIE DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,ESCORT,WHITE,Citation,Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol
22,19304 MONTGOMERY VILLAGE AVE,No,No,No,No,No,No,No,VA,05 - Light Duty Truck,TOYT,RAV4,BLUE,Warning,Transportation Article,No,HISPANIC,F,SPRINGFIELD,VA,VA,A - Marked Patrol
18,WAYNE AVE/FENTON ST,No,No,No,No,No,No,No,DC,02 - Automobile,GMC,ENVY,TAN,Warning,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol
13,REDLAND RD AT SOMERVILLE DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,NISSAN,FRONTIER,SILVER,Citation,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,L - Motorcycle
16,S/B GA AVE @ GLENALLEN AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,4S,WHITE,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,Q - Marked Laser
7,ROCKVILLE PIKE AT GOLF LA,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,YARIS,BLACK,Warning,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol
2,QUINCE ORCHARD @ 270 N EXIT RAMP,No,No,No,No,No,No,No,MD,02 - Automobile,SAA,93,BLACK,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
18,GERMANTOWN RD/GOLDENROD LN,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,GOLD,Citation,Transportation Article,No,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol
15,UNIVERSITY/OXFORD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,HY,GRAY,Warning,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,O - Foot Patrol
8,11800 BLK GLEN ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CR-V,GRAY,Citation,Transportation Article,No,WHITE,F,DARNESTOWN,MD,MD,E - Marked Stationary Radar
10,DEBORAH DR/LOCHINVER LN,No,No,No,No,No,No,No,MD,02 - Automobile,LEXUS,RX450H,WHITE,Citation,Transportation Article,No,ASIAN,F,POTOMAC,MD,MD,A - Marked Patrol
8,FATHER HURLEY BLVD ON S/B I270,No,No,No,No,No,No,No,MD,02 - Automobile,MERC,2S,BLACK,Citation,Transportation Article,No,WHITE,F,KEEDYSVILLE,MD,MD,R - Unmarked Laser
7,270 @ 28 S/B,No,No,No,No,Yes,No,No,MD,05 - Light Duty Truck,FORD,F350,BLACK,Citation,Transportation Article,No,WHITE,M,URBANA,MD,MD,A - Marked Patrol
10,PARKING LOT OF 12207 VEIRS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,BLACK,Citation,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
2,AIRPARK RD & WOODFIELD RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,SW,SILVER,Citation,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
8,W DEERPARK @ SUMMIT HALL RD,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYT,4S,BLACK,Citation,Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol
7,WISCONSIN AVE/ LANGDRUM,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYT,SUV,BLACK,ESERO,,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol
15,NB PINEYMEETINGHOUSE RD @ FRONT FIELD LA,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,JEEP,SUV,GRAY,Citation,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,G - Marked Moving Radar (Stationary)
20,HAVARD ST @ VEIRS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,BUICK,CENTURY,"BLUE, DARK",Citation,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol
16,N/B 270 JUST PRIOR TO EXIT 13A,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,2S,BLUE,Warning,Transportation Article,No,WHITE,M,WILLIAMSPORT,MD,MD,A - Marked Patrol
13,SB COLUMBIA PIKE @ BLACKBURN ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,4S INSPIRE,N/A,Citation,Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,Q - Marked Laser
10,MEEM AVE @ CHESTNUT ST,No,No,No,No,No,No,No,MD,02 - Automobile,ISUZ,4D,GREEN,Warning,Transportation Article,No,BLACK,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
22,CHERRY HILL RD AT PROSPERITY DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,COROLLA,RED,Citation,Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol
15,28/EDISON PARK,No,No,No,No,No,No,No,MD,25 - Utility Trailer,PERM,TL,BLACK,ESERO,,No,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol
21,VEIRS MILL ROAD @ UNIVERSITY,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,TK,WHITE,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,E/B #2 BRIGHTON DAM RD (WSSC REC. AREA),No,No,No,No,No,No,No,MD,02 - Automobile,MINI,COOPER,RED,Warning,Transportation Article,No,WHITE,F,BROOKEVILLE,MD,MD,Q - Marked Laser
12,SPENCERVILLE RD / SANTINI,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,HONDA,PILOT,"BLUE, DARK",Warning,Transportation Article,No,WHITE,M,NOTTINGHAM,MD,MD,Q - Marked Laser
2,WELLER  AT CONNECTICUT,No,No,No,No,No,No,No,MD,02 - Automobile,VOLK,JETTA,RED,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,DC,A - Marked Patrol
23,WISTERIA AND CENTURY,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,4SB,BLUE,Citation,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol
9,DUFIEF MILL RD @ CORAL GABLES DR,No,No,No,No,No,No,No,MD,02 - Automobile,LEXU,RX,WHITE,Warning,Transportation Article,No,WHITE,F,POTOMAC,MD,MD,Q - Marked Laser
10,EB DARNESTOWN RD AT AMERICAN WAY,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYOTA,TUNDRA,"GREEN, DK",Warning,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,Q - Marked Laser
12,MIDDLEBROOK RD AT I 270,No,No,No,No,No,No,No,MD,02 - Automobile,SAAB,2S,GREEN,Warning,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
5,WAYNE AVE / DALE DR,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,4S,ORANGE,Citation,Transportation Article,No,BLACK,F,BOWIE,MD,MD,A - Marked Patrol
15,COLESVILLE RD / UNIVERSITY BOULEVARD,No,No,No,No,No,No,No,MD,02 - Automobile,SUZUKI,GRAND VITARA,WHITE,Warning,Transportation Article,No,BLACK,M,GLENN DALE,MD,MD,A - Marked Patrol
23,N/B CRABS BRANCH PKWY/REDLAND RD,No,No,No,No,No,No,No,MD,02 - Automobile,CHRY,SEBRING,GRAY,Warning,Transportation Article,No,ASIAN,F,VIENNA,VA,VA,A - Marked Patrol
22,RT 118 AND MIDDLEBROOK RD,No,No,No,No,No,No,No,MD,02 - Automobile,KIA,SOUL,RED,Warning,Transportation Article,No,HISPANIC,F,GERMANTOWN,MD,MD,A - Marked Patrol
7,SB COLESVILLE RD @ NORTH NOYES DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,SUBA,TK,N/A,Citation,Transportation Article,No,WHITE,F,CROWNSVILLE,MD,MD,A - Marked Patrol
15,WARING STATION RD/FOREST BROOK DR,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,COBALT,WHITE,Warning,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol
14,CHRISTOPHER AVE/MONTGOMERY VILLAGE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,TRAILBLAZER,BLACK,ESERO,,No,WHITE,M,LAYTONSVILLE,MD,MD,A - Marked Patrol
15,I370 ON S/B I270,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,2 DOOR,BLUE,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,R - Unmarked Laser
13,BONIFANT RD / PEBBLESTONE DR,No,No,No,No,No,No,No,MD,02 - Automobile,CHRYSLER,300,GRAY,Warning,Transportation Article,No,WHITE,F,GLEN BURNIE,MD,MD,A - Marked Patrol
20,MCAULIFFE DRIVE AND LINTHICUM STREET,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,NISSAN,TRUCK,BLUE,Citation,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol
15,I270 / SHADY GROVE ROAD,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,FORD,F150,WHITE,Warning,Transportation Article,No,WHITE,M,MOUNT AIRY,MD,MD,B - Unmarked Patrol
19,GIRARD/VICTORY FARM,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,4S,BLACK,Warning,Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol
7,GRANDVIEW AVE/BLUERIDGE AVE,No,No,No,No,No,No,No,MD,28 - Other,CHEVROLET,VAN,WHITE,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
23,3333 UNIVERSITY BLVD W,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,FOCUS,SILVER,Citation,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
15,MUDDY BRANCH RD/ SUFFIELD DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,ESCAPE,BLACK,Citation,Transportation Article,No,WHITE,F,N POTOMAC,MD,MD,O - Foot Patrol
21,CRABBS BRANCH WAY/INDIANOLA DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,2S,RED,ESERO,,No,OTHER,M,FREDERICK,MD,MD,A - Marked Patrol
22,FREDERICK RD @ GUNNERS BRANCH RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,GRAY,Warning,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol
2,RIDGE ROAD @  APPLE ORCHARD WAY,No,No,No,No,No,No,No,MD,02 - Automobile,JEEP,TK,WHITE,Warning,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol
8,355 @ CONGRESSIONAL LANE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,SILVER,Citation,Transportation Article,No,WHITE,M,ROCKVILEL,MD,DC,A - Marked Patrol
15,DARNESTOWN RD & DUFIEF DR.,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,RED,Citation,Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser
12,N/B 270 AT EXIT 5,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,FOCUS,SILVER,Warning,Transportation Article,No,WHITE,F,FREDERICK,MD,MD,A - Marked Patrol
21,UNIVERSITY/INWOOD,No,No,No,No,Yes,No,No,MD,02 - Automobile,FORD,E150,RED,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,US,A - Marked Patrol
7,POOKS HILL RD AT LINDEN AV,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,4S,SILVER,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
17,LAYHILL RD/ BRIGGS RD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,EXPEDITION,BLUE,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
10,OL495 @ CONNECTICUT AVE,No,No,No,No,No,No,No,AL,02 - Automobile,DODG,RAM PKTK,MAROON,Warning,Transportation Article,No,WHITE,M,ODENVILLE,AL,AL,A - Marked Patrol
8,GEORGIA AVE AT SHOREFIELD RD,No,No,No,No,No,No,No,MD,28 - Other,FORD,VAN,WHITE,Citation,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,GEORGIA AT WENDY,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,4S,GRAY,Warning,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
7,SB PINEYMEETINGHOUSE RD@ BIG PINEY WAY,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,FORD,P/U,WHITE,Warning,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,Q - Marked Laser
3,FREDERICK RD @ OXBRIDGE DR,No,No,No,No,No,No,No,MD,02 - Automobile,MAZDA,PROTEGE,RED,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
16,MANOR VIEW CIRCLE @ MILESTONE MANOR DR,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,4S,GOLD,Warning,Transportation Article,No,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol
3,MID COUNTY HIGHYWAY /  WOODFIELD RD,No,No,No,No,No,No,No,MD,02 - Automobile,LINC,4S,BLACK,Warning,Transportation Article,No,OTHER,M,GERMANTOWN,MD,MD,A - Marked Patrol
22,MD 28 / MUDDY BRANCH RD,No,No,No,No,Yes,No,No,MD,02 - Automobile,HONDA,PILOT,BLUE,Citation,Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol
9,NEW HAMPSHIRE AVE @ BRANTFORD RD,No,No,No,No,No,No,No,MD,02 - Automobile,ACUR,4S,BLACK,Warning,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
20,GERMANTOWN RD @ OBSERVATION DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,BLUE,Warning,Transportation Article,No,WHITE,F,PASADENA,MD,MD,A - Marked Patrol
15,8029 GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,GMC,TRUCK,GRAY,Warning,Transportation Article,No,ASIAN,M,CHEVY CHASE,MD,MD,A - Marked Patrol
2,CONNECTICUT AVE @ CHEVY CHASE LAKE DR,No,No,No,No,Yes,No,No,TN,02 - Automobile,HONDA,CIVIC,GREEN,Citation,Transportation Article,No,HISPANIC,M,LAUREL,MD,XX,A - Marked Patrol
7,DARNESTOWN RD / WHITES FERRY RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,No,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol
23,GERMANTOWN RD @ DAWSON FARM RD.,No,No,No,No,No,No,No,MD,02 - Automobile,MAZDA,VAN,SILVER,Warning,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol
10,ROCKVILLE PIK / TALBOTT ST,Yes,No,No,No,No,No,No,MD,05 - Light Duty Truck,FORD,EXPEDITION,BLACK,Warning,Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol
15,THORNAPPLE ST/MEADOW LN,No,No,No,No,No,No,No,FL,02 - Automobile,CHEVROLET,HHR,BLUE,Warning,Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol
15,ASPEN HILL RD & GEORGIA AVE,No,No,No,No,Yes,No,No,XX,29 - Unknown,NONE,NONE,N/A,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,DC,A - Marked Patrol
21,FENTON ST @ WAYNE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,KIA,OPTIMA,WHITE,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
1,11441 AMHERST AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,BLUE,Citation,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
11,LITTLE SENECA PWKY @ GREY SQUIRREL PKWY,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,SILVER,Citation,Transportation Article,No,ASIAN,M,CLARKSBURG,MD,MD,Q - Marked Laser
8,S/B TRAVILAH RD @ BRUSHWOOD TERR,No,No,No,No,Yes,No,No,MD,28 - Other,JEEP,GR CHEROKEE,SILVER,Citation,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,Q - Marked Laser
14,VEIRS MILL ROAD AT TURKEY BRANCH PARKWAY,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,GRAY,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
9,S/B COLUMBIA PIKE @ NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,MERCEDES,SUV,SILVER,Warning,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
22,NEW HAMPSHIRE AVE @ NORTHAMPTON DR,No,No,No,No,No,No,No,WV,02 - Automobile,HONDA,ACCORD,BLACK,Citation,Transportation Article,No,BLACK,F,HYATTSVILLE,MD,MD,A - Marked Patrol
15,RANDOLPH RD WB @ GLENALLEN AVE,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,WHITE,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
19,GERMANTOWN RD@MATENY RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,COROLLA,WHITE,Warning,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol
23,UNIVERSITY BLVD E @ LEXINGTON DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,XD,GREEN,Citation,Transportation Article,No,OTHER,M,HYATTSVILLE,MD,MD,A - Marked Patrol
10,14311 GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,MINI,2S,GOLD,Warning,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
3,355 @ WEST OLD BALTIMORE ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,SILVER,Citation,Transportation Article,No,HISPANIC,F,NEW CARROLLTON,MD,MD,A - Marked Patrol
13,SHADY GROVE RD@MONT CO TRANSFER CNTR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,FORD,F450,WHITE,Warning,Maryland Rules,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
9,UNIVERSITY BLVD WEST/ SLIGO CREEK PKWY,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,CP,"GREEN, LGT",ESERO,,No,BLACK,F,CLINTON,MD,MD,A - Marked Patrol
12,GEORGIA AVE/N HIGH STREET,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,FIESTA,WHITE,Citation,Transportation Article,No,HISPANIC,M,LANHAM,MD,MD,A - Marked Patrol
22,N/B COLUMBIA PIKE @ CHERRY HILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,HIGHLANDER,WHITE,Warning,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
23,N/B ROCKVILLE PIKE AT NICHOLSON LN,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BLUE,Warning,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
21,GEORGIA AVE / GRACE CHURCH RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,PRIUS,"BLUE, LIGHT",Warning,Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol
8,DORSET AVE/ RIVER RD,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,2S,SILVER,Warning,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,A - Marked Patrol
12,S/B COLUMBIA PK @ STEWART LA,No,No,No,No,No,No,No,DC,02 - Automobile,SCION,FR-S,SILVER,Warning,Transportation Article,No,OTHER,M,WASHINGTON,DC,DC,A - Marked Patrol
23,CLOPPERS MILL DR @ GREAT SENECA HWY,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,DODG,TK,GRAY,Warning,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
12,WATKINS MILL/TAVIS,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVY,MALIBU,BEIGE,Citation,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,FL,A - Marked Patrol
10,19222 MONTGOMERY VILLAGE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,SENTRA,RED,Citation,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
20,KENTLANDS BLVD @ BOOTH ST,No,No,No,No,No,No,No,MD,02 - Automobile,KIA,FORTE 4S,WHITE,Warning,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol
9,BOSWELL LA @ GLEN MILL RD,Yes,No,No,No,No,No,No,MD,02 - Automobile,CADI,4S,RED,Citation,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,L - Motorcycle
7,ARLISS STR AND FLOWER AVE,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,PATHFINDER,BLACK,Warning,Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol
1,S/B COLUMBIA PIKE @ TECH RD,No,No,No,No,No,No,No,MD,02 - Automobile,AUDI,A4,SILVER,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
4,NB I-270 @ 6 MM,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,GOLD,Citation,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol
2,FREDERICK RD @ CANTERFIELD WAY,No,No,No,No,Yes,No,No,MD,02 - Automobile,DODGE,RAM,RED,ESERO,,No,OTHER,M,CLARKSBURG,MD,MD,A - Marked Patrol
22,GERMANTOWN RD @ FREDERICK RD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,MUSTANG,RED,Warning,Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol
9,RT 29 NB / PAINT BRANCH BRIDGE,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,SE,WHITE,Citation,Transportation Article,No,BLACK,M,BURTONSVILLE,MD,MD,Q - Marked Laser
2,WOODMONT AVE / CORDELL AVE,No,No,No,No,No,No,No,MD,02 - Automobile,BMW,330 CI,BLACK,Warning,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
